id,x,y,hue,saturation,value
GEM_68_14,0.540909,0.41,0.15171347588686843,0.5495476744481497,0.3496990678849016
GEM_66_12,0.622727,0.41,0.15207059379978577,0.24926379880105776,0.39659060051254
GEM_84_1,0.704545,0.41,0.15470169397659372,0.5595089412944744,0.5532203819593844
GEM_66_21,0.786364,0.41,0.15557088083063728,0.304312257310651,0.5624870625512822
GEM_80_32,0.868182,0.41,0.15692830888147816,0.2535741041811753,0.5871067414691953
VII_60_282_x,0.95,0.41,0.1569756096232356,0.44350653256656997,0.5045035820274877
VII_59_775_x,0.05,0.5,0.15712287631786687,0.4304335597606402,0.5931044613737776
VII_59_234_x,0.131818,0.5,0.166211984552298,0.28771215598689487,0.3241724915153536
VII_60_165_x,0.213636,0.5,0.16731963096773608,0.18995389601328222,0.2538472681089553
GEM_71_1,0.295455,0.5,0.16960814141882483,0.37449721473470543,0.32530332114131744
GEM_69_26,0.377273,0.5,0.17086445214914475,0.37986282403838373,0.5566576281344551
GS_98_2_GM,0.459091,0.5,0.1712468295971185,0.25670787852994453,0.5815997718627579
GEM_74_4,0.540909,0.5,0.17227387225191884,0.4664976344364655,0.4488666366590253
GEM_81_8,0.622727,0.5,0.17782704757213968,0.3383195875101897,0.39652016535785367
VII_62_195_x,0.704545,0.5,0.183542188208305,0.3573188840075495,0.5843980245729171
GEM_66_3,0.786364,0.5,0.18537477728463841,0.338074977024854,0.4614867682784819
VII_59_261_x,0.868182,0.5,0.1862042381407864,0.2321968947587177,0.5706151729754507
GEM_70_2,0.95,0.5,0.19758347088212017,0.22405839034894512,0.5753867474172497
GEM_76_31,0.05,0.59,0.2009517070541159,0.07690509690335896,0.70532209451775
GEM_81_1,0.131818,0.59,0.20590009630493677,0.463761865961701,0.40806379307062113
GEM_87_8,0.213636,0.59,0.21367732597319963,0.2769209387089858,0.6333628301774431
GEM_73_13,0.295455,0.59,0.2145163602621735,0.16660436498728473,0.6118838747136505
VII_59_745_x,0.377273,0.59,0.21668104258390933,0.3934490951824668,0.5296964845303658
GEM_86_54,0.459091,0.59,0.2188353345981291,0.35263747725515465,0.4792314923134628
VII_61_703_x,0.540909,0.59,0.22008666340939909,0.3309028914672526,0.4924678278508663
GEM_85_2,0.622727,0.59,0.22102440255574443,0.2187730618146709,0.5329935626143165
VII_60_111_x,0.704545,0.59,0.22487975416939476,0.23023745045010696,0.4539823026293345
GEM_78_1,0.786364,0.59,0.23809849076307874,0.128824383082069,0.668148337399843
GEM_65_3,0.868182,0.59,0.24892026417327065,0.36259321997093913,0.6272252455376521
VII_59_514_x,0.95,0.59,0.24939741994703324,0.2689302857951224,0.6619981387193653
GEM_75_5,0.05,0.68,0.25012493498722105,0.341363332760989,0.4552349620162211
VII_59_841_x,0.131818,0.68,0.253550479162119,0.7226477058186519,0.24817502008740508
GEM_74_11,0.213636,0.68,0.2621524026354211,0.22415529348192206,0.5830299024830681
SM_2012-1240_KOU,0.295455,0.68,0.26281749880484345,0.11309286154205052,0.579047024796218
GEM_78_5,0.377273,0.68,0.2648385879416155,0.23601577618540523,0.3769935136959685
SM_2018-09251,0.459091,0.68,0.2675599809586255,0.11799028385153579,0.6147057362613946
GEM_86_15,0.540909,0.68,0.2678902806568776,0.3242345680756114,0.7200275408367334
GEM_64_9,0.622727,0.68,0.2684691362624999,0.27786869040506845,0.4528808801173856
GEM_86_14,0.704545,0.68,0.26855595181165076,0.23522444470535694,0.5332256271335661
VII_60_411_x,0.786364,0.68,0.2701749922102161,0.3372657362457164,0.6212312154254125
GEM_80_17,0.868182,0.68,0.2746537882544766,0.32596975616685664,0.4582820424960632
VII_95_95_x,0.95,0.68,0.27833845940457963,0.17985244742792833,0.5695671633471536
VII_59_950_x,0.05,0.77,0.2783541222614045,0.3665745274548201,0.5977515138108755
GEM_66_22,0.131818,0.77,0.28025184634422345,0.2155946154181616,0.5301320050593941
GEM_80_7,0.213636,0.77,0.28079394163225035,0.38238166117655775,0.6954463912438973
GEM_72_10,0.295455,0.77,0.28321668018681406,0.3464056206338031,0.48710005986857496
GS_08_5_GM,0.377273,0.77,0.29189208489711976,0.3037437060179133,0.5270888921836862
GEM_88_41,0.459091,0.77,0.310476140580357,0.2984074679683765,0.41300391289979693
VII_59_237_x,0.540909,0.77,0.31903372746089814,0.3323496964881214,0.4295218268493679
VII_59_809_x,0.622727,0.77,0.3216354140992394,0.27957639161014514,0.6764705402451769
VII_59_497_x,0.704545,0.77,0.33180439648889076,0.11789788277684787,0.5751256525641131
GEM_68_25,0.786364,0.77,0.33914778587479766,0.29627135211695416,0.207673607920107
VII_59_235_x,0.868182,0.77,0.3415660074507234,0.34662092314125664,0.42632913833837055
GEM_79_44,0.95,0.77,0.3480799729315139,0.3628689230753354,0.7158030371914286
GEM_68_53,0.05,0.86,0.36232833321548413,0.30997513592631054,0.6082459506666542
GEM_75_7,0.131818,0.86,0.3693052258235027,0.275972316716577,0.45266758940436436
VII_59_259_x,0.213636,0.86,0.38124738256184926,0.2019872962357892,0.4335235476400636
GEM_75_20,0.295455,0.86,0.38532856780920033,0.35615600355531385,0.5084163122748915
VII_59_830_x,0.377273,0.86,0.39198587674373875,0.14916617206993532,0.540056847523492
SM_2011-2687,0.459091,0.86,0.40465830273549125,0.18127553518134393,0.5770146237490773
VII_60_662_x,0.540909,0.86,0.4211805615839052,0.12017216681048555,0.6126476013569109
GEM_91_11,0.622727,0.86,0.4376290031708848,0.31649927158637897,0.3306968441794526
VII_60_110_x,0.704545,0.86,0.4458701366554281,0.643476353415537,0.49209312765643753
GEM_80_3,0.786364,0.86,0.45441337039618684,0.1618223812556612,0.6032252913762098
VII_59_249_x,0.868182,0.86,0.47083525954444233,0.12015999452160098,0.5054185989294311
VII_75_130_x,0.95,0.86,0.501621596964803,0.1773321544224988,0.5307665217788081
GEM_72_16,0.05,0.95,0.5043220461719422,0.22981964836725857,0.5001355383155723
GEM_88_14,0.131818,0.95,0.5212191405225707,0.2150524963287782,0.6918915237506457
GEM_88_9,0.213636,0.95,0.550891199920125,0.1722984712738312,0.5148030546367318
GEM_75_19,0.295455,0.95,0.5573299713870533,0.20607542828173175,0.5756060886656873
VII_61_454_x,0.377273,0.95,0.6010902616532021,0.214834344024992,0.5729593914262354
